Site_1,Site_2,Same_Site,Plant_1,Plant_2,Plant_1_ID,Plant_2_ID,Pair,Soil_1m,Soil_p,Root,Leaf_EN,Leaf_EP,Fruit_EN,Fruit_EP
1,1,TRUE,2,5,1_2,1_5,1_2 vs 1_5,0.26939406568277313,0.8082868215520284,0.15601985884656427,0.3325018664230384,0.5073905726429808,NA,0.48011085017883387
1,1,TRUE,2,6,1_2,1_6,1_2 vs 1_6,0.24474233655847924,0.17270476339955118,0.17251933793159932,0.2580815252253264,0.31363360260426315,NA,0.6496651344688756
1,1,TRUE,2,7,1_2,1_7,1_2 vs 1_7,0.32416515265728846,0.40085428689259145,0.4651980039677457,0.24870647375036486,0.23487581917075184,NA,0.37723148312026766
1,1,TRUE,2,8,1_2,1_8,1_2 vs 1_8,0.28417298036399363,0.2246704915006189,0.20006983869071068,0.26478656842245424,0.214228477455958,NA,NA
1,1,TRUE,2,9,1_2,1_9,1_2 vs 1_9,0.5763088940900822,0.24069981193162057,0.19152565346187828,0.3510351774565412,0.36218360365968183,NA,0.76199843620566
1,1,TRUE,2,10,1_2,1_10,1_2 vs 1_10,0.2853718822767253,0.26635623704662054,0.6421218824124992,0.2571405176877004,0.28350296645764317,NA,0.5385568862072583
1,2,FALSE,2,1,1_2,2_1,1_2 vs 2_1,0.28918998952519637,0.22948346564507066,0.34897297452767634,0.49811152569447475,0.5223287606610192,NA,0.8604005476760387
1,2,FALSE,2,2,1_2,2_2,1_2 vs 2_2,0.19887924796543222,0.3097640041174706,0.3704200448741126,0.5928151474073845,0.6304852359676645,NA,0.5411210230651688
1,2,FALSE,2,3,1_2,2_3,1_2 vs 2_3,0.27997488367880913,0.3014175713028748,0.3411399616529794,0.48413557442190036,0.36896289047033126,NA,0.587529407744833
1,2,FALSE,2,4,1_2,2_4,1_2 vs 2_4,0.3580409918900056,0.22521320249254648,0.3258064747952907,0.5582681376611739,0.3611963492107046,NA,0.9289917766853804
1,2,FALSE,2,5,1_2,2_5,1_2 vs 2_5,0.3913308015768155,0.29710592338115227,0.2932241906036571,0.4485979671283299,0.6884221574004968,NA,0.8389020310120814
1,2,FALSE,2,6,1_2,2_6,1_2 vs 2_6,0.35318376266068424,0.2928106966031779,0.20842133047656397,0.4407639989697218,0.34389464706635153,NA,0.8761799345622028
1,2,FALSE,2,7,1_2,2_7,1_2 vs 2_7,0.34978286036342665,0.30709761153753495,0.34067523812275036,0.4331781972654764,0.5179501850523015,NA,0.717076191282916
1,2,FALSE,2,8,1_2,2_8,1_2 vs 2_8,0.3890373210290891,0.1982005722611076,0.2804472575802438,0.6236168717275591,0.6046348752055943,NA,0.49999838879884145
1,2,FALSE,2,9,1_2,2_9,1_2 vs 2_9,0.2637436909886189,0.17534050226827821,0.16214075495662297,0.5169285500012353,0.28885672862045525,NA,0.6847167532473787
1,2,FALSE,2,10,1_2,2_10,1_2 vs 2_10,0.25821489090612265,0.306892204141702,0.3530695517083015,0.4897717857759,0.4275457551695795,NA,0.6882108611936093
1,3,FALSE,2,1,1_2,3_1,1_2 vs 3_1,0.33079029710162144,0.28490683757332863,0.6645397735326013,NA,0.43190788050254547,NA,0.4168338729565056
1,3,FALSE,2,2,1_2,3_2,1_2 vs 3_2,0.4905382578450407,0.35178937816097616,0.37028059170316824,NA,0.45271134540159647,NA,0.6176633467535135
1,3,FALSE,2,3,1_2,3_3,1_2 vs 3_3,0.5018455068480882,0.2991784941282003,0.2863799610619814,0.3661982770251645,0.2545612270857122,NA,0.5625603970726675
1,3,FALSE,2,4,1_2,3_4,1_2 vs 3_4,0.527333783333564,0.46962863764445506,0.4157331392064379,0.5292457008712396,0.49544361018606287,NA,0.4079141814828509
1,3,FALSE,2,5,1_2,3_5,1_2 vs 3_5,0.47032222648414757,0.43738454723891884,0.35459479001633776,0.36446445010355255,0.3675445511368651,NA,0.90638167588288
1,3,FALSE,2,6,1_2,3_6,1_2 vs 3_6,0.3626866036583587,0.23452601343621396,0.330610268383858,0.7132115131569067,0.4885657414127006,NA,0.46106438293063706
1,3,FALSE,2,7,1_2,3_7,1_2 vs 3_7,0.3267796336708631,0.299547796237421,0.306043233101593,0.43828617189309077,0.4354496697175428,NA,0.5298029414382224
