Sample_Index,Sample_Label1,Sample_Label2,Sample_Label3,Sample_Date,Sample_Site,Sample_Plant,Sample_PlantF,Sample_PlantS,Sample_Lat,Sample_Long,Sample_Type1,Sample_Type2,Sample_Type3,Ext_Weigh_Date,Ext_Weight,Ext_Date,Qubit_Ext_Date,Qubit_Ext_Vol,Qubit_Ext_R1,Qubit_Ext_R2,Qubit_Ext_R3,PCR_Date,Qubit_PCR_Date,Qubit_PCR_R1,Qubit_PCR_R2,Gel_Date,Gel_Band_R1,Gel_Band_R2,Gel_Band_R3,End-prep_Date,End-prep_Date2,Sequencing_Date,Sequencing_Date2,Comments
669,5.8S,5.8S1m,5.8S1m_16S,10/20/2025,5,8,Non-Flowering,Small,27.163431,-81.351027,Soil,Meter,16S,11/04/2025,0.2741,11/04/2025,11/05/2025,2,32.6,,,11/12/2025,11/12/2025,136,,11/12/2025,Band,,,11/14/2025,,05/06/2026,,Black debris.
670,5.8S,5.8S1m,5.8S1m_F,10/20/2025,5,8,Non-Flowering,Small,27.163431,-81.351027,Soil,Meter,Fungi,11/04/2025,0.2741,11/04/2025,11/05/2025,2,32.6,,,,,,,,,,,,,,,
671,5.8S,5.8Sp,5.8Sp_16S,10/20/2025,5,8,Non-Flowering,Small,27.163431,-81.351027,Soil,Plant,16S,10/24/2025,0.279,10/28/2025,10/29/2025,2,17.8,,,11/10/2025,11/12/2025,120,,11/12/2025,Band,,,12/16/2025,,05/06/2026,,
672,5.8S,5.8Sp,5.8Sp_F,10/20/2025,5,8,Non-Flowering,Small,27.163431,-81.351027,Soil,Plant,Fungi,10/24/2025,0.279,10/28/2025,10/29/2025,2,17.8,,,,,,,,,,,,,,,
673,5.9F,5.9Fen,5.9Fen_B,10/20/2025,5,9,Non-Flowering,Small,27.163433,-81.350994,Fruit,Endophyte,Bacteria,,,,,,,,,,,,,,,,,,,,,
674,5.9F,5.9Fen,5.9Fen_F,10/20/2025,5,9,Non-Flowering,Small,27.163433,-81.350994,Fruit,Endophyte,Fungi,06/26/2026,12/30/1899,,,,,,,,,,,,,,,,,,,
675,5.9F,5.9Fep,5.9Fep_B,10/20/2025,5,9,Non-Flowering,Small,27.163433,-81.350994,Fruit,Epiphyte,Bacteria,,,,,,,,,,,,,,,,,07/08/2026,07/09/2026,07/08/2026,07/09/2026,
676,5.9F,5.9Fep,5.9Fep_F,10/20/2025,5,9,Non-Flowering,Small,27.163433,-81.350994,Fruit,Epiphyte,Fungi,06/26/2026,0,-,-,-,-,,,,,,,,,,,,,,,
677,5.9L,5.9Len,5.9Len_B,10/20/2025,5,9,Non-Flowering,Small,27.163433,-81.350994,Leaf,Endophyte,Bacteria,02/23/2026,0.1096,05/19/2026,05/19/2026,2,39.4,NA,NA,05/20/2026,05/21/2026,8.4,,06/02/2026,Double Band,,,,,,,
678,5.9L,5.9Len,5.9Len_F,10/20/2025,5,9,Non-Flowering,Small,27.163433,-81.350994,Leaf,Endophyte,Fungi,02/23/2026,0.1096,05/19/2026,05/19/2026,2,39.4,NA,NA,05/20/2026,05/21/2026,23.8,,06/02/2026,Band,,,,,,,
679,5.9L,5.9Lep,5.9Lep_B,10/20/2025,5,9,Non-Flowering,Small,27.163433,-81.350994,Leaf,Epiphyte,Bacteria,02/23/2026,0.1096,04/07/2026,04/09/2026,2,<0.05,<0.05,,05/11/2026,05/12/2026,14.3,,05/13/2026,Band,,,,,,,
680,5.9L,5.9Lep,5.9Lep_F,10/20/2025,5,9,Non-Flowering,Small,27.163433,-81.350994,Leaf,Epiphyte,Fungi,02/23/2026,0.1096,04/07/2026,04/09/2026,2,<0.05,<0.05,,05/11/2026,05/12/2026,31.6,,05/13/2026,Band,Band,,,,,,
681,5.9R,5.9R,5.9R_16S,10/20/2025,5,9,Non-Flowering,Small,27.163433,-81.350994,Root,NA,16S,06/15/2026,0.1269,06/15/2026,06/15/2026,2,0.146,,,06/24/2026,06/25/2026,4.29,,06/25/2026,Band,,,,,,,
682,5.9R,5.9R,5.9R_F,10/20/2025,5,9,Non-Flowering,Small,27.163433,-81.350994,Root,NA,Fungi,06/15/2026,0.1269,06/15/2026,06/15/2026,2,0.146,NA,NA,06/25/2026,06/26/2026,22.4,NA,06/26/2026,Double Band ,,,,,,,"Blurred bands, these fungal primers are not ideal for root and soil-sourced microbes, do not use PCR Product"
683,5.9S,5.9S1m,5.9S1m_16S,10/20/2025,5,9,Non-Flowering,Small,27.163433,-81.350994,Soil,Meter,16S,11/04/2025,0.2759,11/04/2025,11/05/2025,2,26.6,,,11/12/2025,11/12/2025,133,,11/12/2025,Band,,,11/14/2025,,05/06/2026,,
684,5.9S,5.9S1m,5.9S1m_F,10/20/2025,5,9,Non-Flowering,Small,27.163433,-81.350994,Soil,Meter,Fungi,11/04/2025,0.2759,11/04/2025,11/05/2025,2,26.6,,,,,,,,,,,,,,,
685,5.9S,5.9Sp,5.9Sp_16S,10/20/2025,5,9,Non-Flowering,Small,27.163433,-81.350994,Soil,Plant,16S,10/24/2025,0.2753,10/28/2025,10/29/2025,2,7.48,,,11/10/2025,11/12/2025,96,,11/12/2025,Band,,,12/16/2025,,05/06/2026,,
686,5.9S,5.9Sp,5.9Sp_F,10/20/2025,5,9,Non-Flowering,Small,27.163433,-81.350994,Soil,Plant,Fungi,10/24/2025,0.2753,10/28/2025,10/29/2025,2,7.48,,,,,,,,,,,,,,,
687,5.10F,5.10Fen,5.10Fen_B,10/20/2025,5,10,Non-Flowering,Small,27.163441,-81.351002,Fruit,Endophyte,Bacteria,,,,,,,,,,,,,,,,,,,,,
688,5.10F,5.10Fen,5.10Fen_F,10/20/2025,5,10,Non-Flowering,Small,27.163441,-81.351002,Fruit,Endophyte,Fungi,06/26/2026,0,,,,,,,,,,,,,,,,,,,
689,5.10F,5.10Fep,5.10Fep_B,10/20/2025,5,10,Non-Flowering,Small,27.163441,-81.351002,Fruit,Epiphyte,Bacteria,,,,,,,,,,,,,,,,,07/08/2026,07/09/2026,07/08/2026,07/09/2026,
690,5.10F,5.10Fep,5.10Fep_F,10/20/2025,5,10,Non-Flowering,Small,27.163441,-81.351002,Fruit,Epiphyte,Fungi,06/26/2026,0,-,-,-,-,,,,,,,,,,,,,,,
691,5.10L,5.10Len,5.10Len_B,10/20/2025,5,10,Non-Flowering,Small,27.163441,-81.351002,Leaf,Endophyte,Bacteria,02/23/2026,0.158,05/19/2026,05/19/2026,2,30,NA,NA,05/20/2026,05/21/2026,18.7,,06/02/2026,Double Band,,,,,,,
692,5.10L,5.10Len,5.10Len_F,10/20/2025,5,10,Non-Flowering,Small,27.163441,-81.351002,Leaf,Endophyte,Fungi,02/23/2026,0.158,05/19/2026,05/19/2026,2,30,NA,NA,05/20/2026,05/21/2026,17.2,,06/02/2026,Faint Band,,,,,,,
693,5.10L,5.10Lep,5.10Lep_B,10/20/2025,5,10,Non-Flowering,Small,27.163441,-81.351002,Leaf,Epiphyte,Bacteria,02/23/2026,0.158,04/07/2026,04/09/2026,2,0.204,,,05/11/2026,05/12/2026,18.9,,05/13/2026,Band,,,,,,,
694,5.10L,5.10Lep,5.10Lep_F,10/20/2025,5,10,Non-Flowering,Small,27.163441,-81.351002,Leaf,Epiphyte,Fungi,02/23/2026,0.158,04/07/2026,04/09/2026,2,0.204,,,05/11/2026,05/12/2026,16.3,,05/13/2026,Band,Double Band,,,,,,
695,5.10R,5.10R,5.10R_16S,10/20/2025,5,10,Non-Flowering,Small,27.163441,-81.351002,Root,NA,16S,06/15/2026,0.1049,06/15/2026,06/15/2026,2,0.0806,,,06/24/2026,06/25/2026,3.53,,06/25/2026,Band,,,,,,,
696,5.10R,5.10R,5.10R_F,10/20/2025,5,10,Non-Flowering,Small,27.163441,-81.351002,Root,NA,Fungi,06/15/2026,0.1049,06/15/2026,06/15/2026,2,0.0806,NA,NA,06/25/2026,06/26/2026,18,NA,06/26/2026,Double Band ,,,,,,,"Blurred bands, these fungal primers are not ideal for root and soil-sourced microbes, do not use PCR Product"
697,5.10S,5.10S1m,5.10S1m_16S,10/20/2025,5,10,Non-Flowering,Small,27.163441,-81.351002,Soil,Meter,16S,11/04/2025,0.2744,11/04/2025,11/05/2025,2,28.7,,,11/12/2025,11/12/2025,135,,11/12/2025,Band,,,11/14/2025,,05/06/2026,,Black debris.
698,5.10S,5.10S1m,5.10S1m_F,10/20/2025,5,10,Non-Flowering,Small,27.163441,-81.351002,Soil,Meter,Fungi,11/04/2025,0.2744,11/04/2025,11/05/2025,2,28.7,,,,,,,,,,,,,,,
699,5.10S,5.10Sp,5.10Sp_16S,10/20/2025,5,10,Non-Flowering,Small,27.163441,-81.351002,Soil,Plant,16S,10/24/2025,0.2908,10/28/2025,10/29/2025,2,7.8,,,11/10/2025,11/12/2025,88.7,,11/12/2025,Band,,,12/16/2025,,05/06/2026,,
700,5.10S,5.10Sp,5.10Sp_F,10/20/2025,5,10,Non-Flowering,Small,27.163441,-81.351002,Soil,Plant,Fungi,10/24/2025,0.2908,10/28/2025,10/29/2025,2,7.8,,,,,,,,,,,,,,,
701,6.1F,6.1Fen,6.1Fen_B,10/20/2025,6,1,Flowering,Medium,27.172103,-81.349408,Fruit,Endophyte,Bacteria,,,,,,,,,,,,,,,,,,,,,
702,6.1F,6.1Fen,6.1Fen_F,10/20/2025,6,1,Flowering,Medium,27.172103,-81.349408,Fruit,Endophyte,Fungi,06/26/2026,0.0034,,,,,,,,,,,,,,,,,,,
703,6.1F,6.1Fep,6.1Fep_B,10/20/2025,6,1,Flowering,Medium,27.172103,-81.349408,Fruit,Epiphyte,Bacteria,,,,,,,,,,,,,,,,,07/08/2026,07/09/2026,07/08/2026,07/09/2026,
704,6.1F,6.1Fep,6.1Fep_F,10/20/2025,6,1,Flowering,Medium,27.172103,-81.349408,Fruit,Epiphyte,Fungi,06/26/2026,0.0034,07/01/2026,07/01/2026,2,<0.005,,,,,,,,,,,,,,,
705,6.1L,6.1Len,6.1Len_B,10/20/2025,6,1,Flowering,Medium,27.172103,-81.349408,Leaf,Endophyte,Bacteria,02/23/2026,0.1509,05/19/2026,05/19/2026,2,24.9,NA,NA,05/20/2026,05/21/2026,13.7,,06/02/2026,Double Band,,,,,,,
706,6.1L,6.1Len,6.1Len_F,10/20/2025,6,1,Flowering,Medium,27.172103,-81.349408,Leaf,Endophyte,Fungi,02/23/2026,0.1509,05/19/2026,05/19/2026,2,24.9,NA,NA,05/20/2026,05/21/2026,20.8,,06/02/2026,Band,,,,,,,
707,6.1L,6.1Lep,6.1Lep_B,10/20/2025,6,1,Flowering,Medium,27.172103,-81.349408,Leaf,Epiphyte,Bacteria,02/23/2026,0.1509,04/07/2026,04/09/2026,2,0.128,,,05/11/2026,05/12/2026,14.8,,05/13/2026,Band,,,,,,,
708,6.1L,6.1Lep,6.1Lep_F,10/20/2025,6,1,Flowering,Medium,27.172103,-81.349408,Leaf,Epiphyte,Fungi,02/23/2026,0.1509,04/07/2026,04/09/2026,2,0.128,,,05/11/2026,05/12/2026,32.1,,05/13/2026,Band,Band,,,,,,
709,6.1R,6.1R,6.1R_16S,10/20/2025,6,1,Flowering,Medium,27.172103,-81.349408,Root,NA,16S,06/15/2026,0.1498,06/15/2026,06/15/2026,2,0.597,,,06/24/2026,06/25/2026,15.9,,06/25/2026,Band,,,,,,,
710,6.1R,6.1R,6.1R_F,10/20/2025,6,1,Flowering,Medium,27.172103,-81.349408,Root,NA,Fungi,06/15/2026,0.1498,06/15/2026,06/15/2026,2,0.597,NA,NA,06/25/2026,06/26/2026,19.1,NA,06/26/2026,Double Band ,,,,,,,"Blurred bands, these fungal primers are not ideal for root and soil-sourced microbes, do not use PCR Product"
711,6.1S,6.1S1m,6.1S1m_16S,10/20/2025,6,1,Flowering,Medium,27.172103,-81.349408,Soil,Meter,16S,11/04/2025,0.2875,11/04/2025,11/05/2025,2,7.71,,,11/12/2025,11/12/2025,78,,11/12/2025,Band,,,11/14/2025,,05/06/2026,,
712,6.1S,6.1S1m,6.1S1m_F,10/20/2025,6,1,Flowering,Medium,27.172103,-81.349408,Soil,Meter,Fungi,11/04/2025,0.2875,11/04/2025,11/05/2025,2,7.71,,,,,,,,,,,,,,,
713,6.1S,6.1Sp,6.1Sp_16S,10/20/2025,6,1,Flowering,Medium,27.172103,-81.349408,Soil,Plant,16S,10/27/2025,0.255,10/28/2025,10/29/2025,2,8.78,,,11/10/2025,11/12/2025,103,,11/12/2025,Band,,,12/16/2025,,05/06/2026,,
714,6.1S,6.1Sp,6.1Sp_F,10/20/2025,6,1,Flowering,Medium,27.172103,-81.349408,Soil,Plant,Fungi,10/27/2025,0.255,10/28/2025,10/29/2025,2,8.78,,,,,,,,,,,,,,,
715,6.2F,6.2Fen,6.2Fen_B,10/20/2025,6,2,Flowering,Medium,27.172115,-81.349409,Fruit,Endophyte,Bacteria,,,,,,,,,,,,,,,,,,,,,
716,6.2F,6.2Fen,6.2Fen_F,10/20/2025,6,2,Flowering,Medium,27.172115,-81.349409,Fruit,Endophyte,Fungi,06/26/2026,12/30/1899,,,,,,,,,,,,,,,,,,,
717,6.2F,6.2Fep,6.2Fep_B,10/20/2025,6,2,Flowering,Medium,27.172115,-81.349409,Fruit,Epiphyte,Bacteria,,,,,,,,,,,,,,,,,07/08/2026,07/09/2026,07/08/2026,07/09/2026,
718,6.2F,6.2Fep,6.2Fep_F,10/20/2025,6,2,Flowering,Medium,27.172115,-81.349409,Fruit,Epiphyte,Fungi,06/26/2026,0.0029,07/01/2026,07/01/2026,2,<0.005,,,,,,,,,,,,,,,
719,6.2L,6.2Len,6.2Len_B,10/20/2025,6,2,Flowering,Medium,27.172115,-81.349409,Leaf,Endophyte,Bacteria,02/23/2026,0.1489,05/27/2026,05/28/2026,2,24.4,NA,NA,06/01/2026,06/01/2026,14.7,,06/02/2026,Band,,,,,,,
720,6.2L,6.2Len,6.2Len_F,10/20/2025,6,2,Flowering,Medium,27.172115,-81.349409,Leaf,Endophyte,Fungi,02/23/2026,0.1489,05/27/2026,05/28/2026,2,24.4,NA,NA,06/01/2026,06/02/2026,26.9,,06/02/2026,No Band,Band,,,,,,
721,6.2L,6.2Lep,6.2Lep_B,10/20/2025,6,2,Flowering,Medium,27.172115,-81.349409,Leaf,Epiphyte,Bacteria,02/23/2026,0.1489,04/07/2026,04/09/2026,2,0.21,,,05/11/2026,05/12/2026,17.4,,05/13/2026,Band,,,,,,,
722,6.2L,6.2Lep,6.2Lep_F,10/20/2025,6,2,Flowering,Medium,27.172115,-81.349409,Leaf,Epiphyte,Fungi,02/23/2026,0.1489,04/07/2026,04/09/2026,2,0.21,,,05/11/2026,05/12/2026,25.6,,05/13/2026,Band,Band,,,,,,
723,6.2R,6.2R,6.2R_16S,10/20/2025,6,2,Flowering,Medium,27.172115,-81.349409,Root,NA,16S,06/15/2026,0.0922,06/15/2026,06/15/2026,2,0.12,,,06/24/2026,06/25/2026,3.64,,06/25/2026,Band,,,,,,,
724,6.2R,6.2R,6.2R_F,10/20/2025,6,2,Flowering,Medium,27.172115,-81.349409,Root,NA,Fungi,06/15/2026,0.0922,06/15/2026,06/15/2026,2,0.12,NA,NA,06/25/2026,06/26/2026,22.3,NA,06/26/2026,Double Band ,,,,,,,"Blurred bands, these fungal primers are not ideal for root and soil-sourced microbes, do not use PCR Product"
725,6.2S,6.2S1m,6.2S1m_16S,10/20/2025,6,2,Flowering,Medium,27.172115,-81.349409,Soil,Meter,16S,11/04/2025,0.2713,11/04/2025,11/05/2025,2,6.12,,,11/12/2025,11/12/2025,65.7,,11/12/2025,Band,,,11/14/2025,,05/06/2026,,
726,6.2S,6.2S1m,6.2S1m_F,10/20/2025,6,2,Flowering,Medium,27.172115,-81.349409,Soil,Meter,Fungi,11/04/2025,0.2713,11/04/2025,11/05/2025,2,6.12,,,,,,,,,,,,,,,
727,6.2S,6.2Sp,6.2Sp_16S,10/20/2025,6,2,Flowering,Medium,27.172115,-81.349409,Soil,Plant,16S,10/27/2025,0.2655,10/28/2025,10/29/2025,2,3.75,,,11/10/2025,11/12/2025,60,,11/12/2025,Band,,,12/16/2025,,05/06/2026,,
728,6.2S,6.2Sp,6.2Sp_F,10/20/2025,6,2,Flowering,Medium,27.172115,-81.349409,Soil,Plant,Fungi,10/27/2025,0.2655,10/28/2025,10/29/2025,2,3.75,,,,,,,,,,,,,,,
729,6.3F,6.3Fen,6.3Fen_B,10/20/2025,6,3,Flowering,Medium,27.172163,-81.349406,Fruit,Endophyte,Bacteria,,,,,,,,,,,,,,,,,,,,,
730,6.3F,6.3Fen,6.3Fen_F,10/20/2025,6,3,Flowering,Medium,27.172163,-81.349406,Fruit,Endophyte,Fungi,06/26/2026,12/30/1899,,,,,,,,,,,,,,,,,,,
731,6.3F,6.3Fep,6.3Fep_B,10/20/2025,6,3,Flowering,Medium,27.172163,-81.349406,Fruit,Epiphyte,Bacteria,,,,,,,,,,,,,,,,,07/08/2026,07/09/2026,07/08/2026,07/09/2026,
732,6.3F,6.3Fep,6.3Fep_F,10/20/2025,6,3,Flowering,Medium,27.172163,-81.349406,Fruit,Epiphyte,Fungi,06/26/2026,0.0032,07/03/2026,07/07/2026,2,<0.005,,,,,,,,,,,,,,,
733,6.3L,6.3Len,6.3Len_B,10/20/2025,6,3,Flowering,Medium,27.172163,-81.349406,Leaf,Endophyte,Bacteria,02/23/2026,0.3131,05/27/2026,05/28/2026,2,15.6,NA,NA,06/01/2026,06/01/2026,11.6,,06/02/2026,Double Band,,,,,,,
734,6.3L,6.3Len,6.3Len_F,10/20/2025,6,3,Flowering,Medium,27.172163,-81.349406,Leaf,Endophyte,Fungi,02/23/2026,0.3131,05/27/2026,05/28/2026,2,15.6,NA,NA,06/01/2026,06/02/2026,24.8,,06/02/2026,Band,,,,,,,
735,6.3L,6.3Lep,6.3Lep_B,10/20/2025,6,3,Flowering,Medium,27.172163,-81.349406,Leaf,Epiphyte,Bacteria,02/23/2026,0.3131,04/07/2026,04/09/2026,2,0.151,,,05/11/2026,05/12/2026,12.1,,05/13/2026,Band,,,,,,,
736,6.3L,6.3Lep,6.3Lep_F,10/20/2025,6,3,Flowering,Medium,27.172163,-81.349406,Leaf,Epiphyte,Fungi,02/23/2026,0.3131,04/07/2026,04/09/2026,2,0.151,,,05/11/2026,05/12/2026,26.1,,05/13/2026,Band,Band,,,,,,
737,6.3R,6.3R,6.3R_16S,10/20/2025,6,3,Flowering,Medium,27.172163,-81.349406,Root,NA,16S,06/15/2026,0.115,06/15/2026,06/15/2026,2,0.176,,,06/24/2026,06/25/2026,5.4,,06/25/2026,Band,,,,,,,
738,6.3R,6.3R,6.3R_F,10/20/2025,6,3,Flowering,Medium,27.172163,-81.349406,Root,NA,Fungi,06/15/2026,0.115,06/15/2026,06/15/2026,2,0.176,NA,NA,06/25/2026,06/26/2026,25.6,NA,06/26/2026,Double Band ,,,,,,,"Blurred bands, these fungal primers are not ideal for root and soil-sourced microbes, do not use PCR Product"
739,6.3S,6.3S1m,6.3S1m_16S,10/20/2025,6,3,Flowering,Medium,27.172163,-81.349406,Soil,Meter,16S,11/04/2025,0.2754,11/04/2025,11/05/2025,2,15,,,11/12/2025,11/12/2025,80.2,,11/12/2025,Band,,,11/14/2025,,05/06/2026,,Black debris.
740,6.3S,6.3S1m,6.3S1m_F,10/20/2025,6,3,Flowering,Medium,27.172163,-81.349406,Soil,Meter,Fungi,11/04/2025,0.2754,11/04/2025,11/05/2025,2,15,,,,,,,,,,,,,,,
741,6.3S,6.3Sp,6.3Sp_16S,10/20/2025,6,3,Flowering,Medium,27.172163,-81.349406,Soil,Plant,16S,10/27/2025,0.2672,10/28/2025,10/29/2025,2,6.45,,,11/10/2025,11/12/2025,62.8,,11/12/2025,Band,,,12/16/2025,,05/06/2026,,
742,6.3S,6.3Sp,6.3Sp_F,10/20/2025,6,3,Flowering,Medium,27.172163,-81.349406,Soil,Plant,Fungi,10/27/2025,0.2672,10/28/2025,10/29/2025,2,6.45,,,,,,,,,,,,,,,
743,6.4F,6.4Fen,6.4Fen_B,10/20/2025,6,4,Flowering,Medium,27.172163,-81.349416,Fruit,Endophyte,Bacteria,,,,,,,,,,,,,,,,,,,,,
744,6.4F,6.4Fen,6.4Fen_F,10/20/2025,6,4,Flowering,Medium,27.172163,-81.349416,Fruit,Endophyte,Fungi,06/26/2026,0.0046,,,,,,,,,,,,,,,,,,,
745,6.4F,6.4Fep,6.4Fep_B,10/20/2025,6,4,Flowering,Medium,27.172163,-81.349416,Fruit,Epiphyte,Bacteria,,,,,,,,,,,,,,,,,07/08/2026,07/09/2026,07/08/2026,07/09/2026,
746,6.4F,6.4Fep,6.4Fep_F,10/20/2025,6,4,Flowering,Medium,27.172163,-81.349416,Fruit,Epiphyte,Fungi,06/26/2026,0.0046,07/03/2026,07/07/2026,2,<0.005,,,,,,,,,,,,,,,
747,6.4L,6.4Len,6.4Len_B,10/20/2025,6,4,Flowering,Medium,27.172163,-81.349416,Leaf,Endophyte,Bacteria,02/23/2026,0.1851,05/27/2026,05/28/2026,2,31.7,NA,NA,06/01/2026,06/01/2026,5.24,,06/02/2026,Double Band,,,,,,,
748,6.4L,6.4Len,6.4Len_F,10/20/2025,6,4,Flowering,Medium,27.172163,-81.349416,Leaf,Endophyte,Fungi,02/23/2026,0.1851,05/27/2026,05/28/2026,2,31.7,NA,NA,06/01/2026,06/02/2026,18.4,,06/02/2026,Band,Band,,,,,,
749,6.4L,6.4Lep,6.4Lep_B,10/20/2025,6,4,Flowering,Medium,27.172163,-81.349416,Leaf,Epiphyte,Bacteria,02/23/2026,0.1851,04/07/2026,04/09/2026,2,0.134,,,05/11/2026,05/12/2026,19.3,,05/13/2026,Band,,,,,,,
750,6.4L,6.4Lep,6.4Lep_F,10/20/2025,6,4,Flowering,Medium,27.172163,-81.349416,Leaf,Epiphyte,Fungi,02/23/2026,0.1851,04/07/2026,04/09/2026,2,0.134,,,05/11/2026,05/12/2026,28.2,,05/13/2026,Band,Band,,,,,,
751,6.4R,6.4R,6.4R_16S,10/20/2025,6,4,Flowering,Medium,27.172163,-81.349416,Root,NA,16S,06/15/2026,0.1022,06/15/2026,06/15/2026,2,0.17,,,06/24/2026,06/25/2026,7.77,,06/25/2026,Band,,,,,,,
752,6.4R,6.4R,6.4R_F,10/20/2025,6,4,Flowering,Medium,27.172163,-81.349416,Root,NA,Fungi,06/15/2026,0.1022,06/15/2026,06/15/2026,2,0.17,NA,NA,06/25/2026,06/26/2026,21.3,NA,06/26/2026,Double Band ,,,,,,,"Blurred bands, these fungal primers are not ideal for root and soil-sourced microbes, do not use PCR Product"
753,6.4S,6.4S1m,6.4S1m_16S,10/20/2025,6,4,Flowering,Medium,27.172163,-81.349416,Soil,Meter,16S,11/04/2025,0.2814,11/04/2025,11/05/2025,2,18.1,,,11/12/2025,11/12/2025,75.7,,11/12/2025,Band,,,11/14/2025,,05/06/2026,,
754,6.4S,6.4S1m,6.4S1m_F,10/20/2025,6,4,Flowering,Medium,27.172163,-81.349416,Soil,Meter,Fungi,11/04/2025,0.2814,11/04/2025,11/05/2025,2,18.1,,,,,,,,,,,,,,,
755,6.4S,6.4Sp,6.4Sp_16S,10/20/2025,6,4,Flowering,Medium,27.172163,-81.349416,Soil,Plant,16S,10/27/2025,0.274,10/28/2025,10/29/2025,2,11.4,,,11/10/2025,11/12/2025,73,,11/12/2025,Band,,,12/16/2025,,05/06/2026,,
756,6.4S,6.4Sp,6.4Sp_F,10/20/2025,6,4,Flowering,Medium,27.172163,-81.349416,Soil,Plant,Fungi,10/27/2025,0.274,10/28/2025,10/29/2025,2,11.4,,,,,,,,,,,,,,,
757,6.5F,6.5Fen,6.5Fen_B,10/20/2025,6,5,Flowering,Medium,27.172175,-81.349412,Fruit,Endophyte,Bacteria,,,,,,,,,,,,,,,,,,,,,
758,6.5F,6.5Fen,6.5Fen_F,10/20/2025,6,5,Flowering,Medium,27.172175,-81.349412,Fruit,Endophyte,Fungi,06/26/2026,0.0033,,,,,,,,,,,,,,,,,,,
759,6.5F,6.5Fep,6.5Fep_B,10/20/2025,6,5,Flowering,Medium,27.172175,-81.349412,Fruit,Epiphyte,Bacteria,,,,,,,,,,,,,,,,,07/08/2026,07/09/2026,07/08/2026,07/09/2026,
760,6.5F,6.5Fep,6.5Fep_F,10/20/2025,6,5,Flowering,Medium,27.172175,-81.349412,Fruit,Epiphyte,Fungi,06/26/2026,0.0033,07/03/2026,07/07/2026,2,<0.005,,,,,,,,,,,,,,,
761,6.5L,6.5Len,6.5Len_B,10/20/2025,6,5,Flowering,Medium,27.172175,-81.349412,Leaf,Endophyte,Bacteria,02/23/2026,0.2023,05/27/2026,05/28/2026,2,17.2,NA,NA,06/01/2026,06/01/2026,13.9,,06/02/2026,Band,,,,,,,
762,6.5L,6.5Len,6.5Len_F,10/20/2025,6,5,Flowering,Medium,27.172175,-81.349412,Leaf,Endophyte,Fungi,02/23/2026,0.2023,05/27/2026,05/28/2026,2,17.2,NA,NA,06/01/2026,06/02/2026,17.8,,06/02/2026,Band,Band,,,,,,
763,6.5L,6.5Lep,6.5Lep_B,10/20/2025,6,5,Flowering,Medium,27.172175,-81.349412,Leaf,Epiphyte,Bacteria,02/23/2026,0.2023,04/08/2026,04/09/2026,2,0.299,,,05/11/2026,05/12/2026,17.6,,05/13/2026,Band,,,,,,,
764,6.5L,6.5Lep,6.5Lep_F,10/20/2025,6,5,Flowering,Medium,27.172175,-81.349412,Leaf,Epiphyte,Fungi,02/23/2026,0.2023,04/08/2026,04/09/2026,2,0.299,,,05/11/2026,05/12/2026,29.3,,05/13/2026,Double Band,Double Band,,,,,,
765,6.5R,6.5R,6.5R_16S,10/20/2025,6,5,Flowering,Medium,27.172175,-81.349412,Root,NA,16S,06/15/2026,0.1008,06/15/2026,06/15/2026,2,0.165,,,06/24/2026,06/25/2026,6.94,,06/25/2026,Band,,,,,,,
766,6.5R,6.5R,6.5R_F,10/20/2025,6,5,Flowering,Medium,27.172175,-81.349412,Root,NA,Fungi,06/15/2026,0.1008,06/15/2026,06/15/2026,2,0.165,NA,NA,06/25/2026,06/26/2026,21.8,NA,06/26/2026,Double Band ,,,,,,,"Blurred bands, these fungal primers are not ideal for root and soil-sourced microbes, do not use PCR Product"
767,6.5S,6.5S1m,6.5S1m_16S,10/20/2025,6,5,Flowering,Medium,27.172175,-81.349412,Soil,Meter,16S,11/04/2025,0.2871,11/04/2025,11/05/2025,2,<2,,,11/12/2025,11/12/2025,92.5,,11/12/2025,Band,,,11/14/2025,,05/06/2026,,
768,6.5S,6.5S1m,6.5S1m_F,10/20/2025,6,5,Flowering,Medium,27.172175,-81.349412,Soil,Meter,Fungi,11/04/2025,0.2871,11/04/2025,11/05/2025,2,<2,,,,,,,,,,,,,,,
769,6.5S,6.5Sp,6.5Sp_16S,10/20/2025,6,5,Flowering,Medium,27.172175,-81.349412,Soil,Plant,16S,10/27/2025,0.2591,10/28/2025,10/29/2025,2,10.5,,,11/10/2025,11/12/2025,83.6,,11/12/2025,Band,,,12/16/2025,,05/06/2026,,
770,6.5S,6.5Sp,6.5Sp_F,10/20/2025,6,5,Flowering,Medium,27.172175,-81.349412,Soil,Plant,Fungi,10/27/2025,0.2591,10/28/2025,10/29/2025,2,10.5,,,,,,,,,,,,,,,
771,6.6F,6.6Fen,6.6Fen_B,10/20/2025,6,6,Flowering,Small,27.172204,-81.349369,Fruit,Endophyte,Bacteria,,,,,,,,,,,,,,,,,,,,,
772,6.6F,6.6Fen,6.6Fen_F,10/20/2025,6,6,Flowering,Small,27.172204,-81.349369,Fruit,Endophyte,Fungi,06/26/2026,12/30/1899,,,,,,,,,,,,,,,,,,,
